"PG.ProteinGroups","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"P38159",-0.978648129595211,12.1085257282118,-6.23346911013926,1.65716072882422e-07,2.66462868392641e-06,7.21668129109092,"unchanged"
"P0DPB5",-0.978640042893169,8.99339253812301,-5.64602541025398,1.18540393948227e-06,1.03428574418819e-05,5.31970686396995,"unchanged"
"Q7L7X3",0.978499861652701,7.88825328738202,6.8878201053272,1.84900254513982e-08,7.76742179613491e-07,9.33338225114327,"unchanged"
"Q8N5L8",0.978391685548339,7.34735288956973,5.64429252428532,1.19228066105628e-06,1.03716494705286e-05,5.31413584910995,"unchanged"
"P07992",0.978207949802491,8.35071544748562,6.76128746955563,2.82328361625415e-08,9.82321876685277e-07,8.92482172643919,"unchanged"
"Q8WVD3",0.978104781956841,4.70931481746963,5.47067125041716,2.12644950736283e-06,1.6297783492995e-05,4.75713219441298,"unchanged"
"P49916",-0.978062767583943,10.0916863306289,-6.69671964383103,3.50466717937523e-08,1.12084925710975e-06,8.71612941022053,"unchanged"
"Q7Z624",-0.977714959982084,8.03371890788508,-5.25203228575382,4.39178563528335e-06,2.96846489831623e-05,4.05967677870663,"unchanged"
"O95873",-0.977634174633296,7.68985699219246,-5.8984061813705,5.09697308821921e-07,5.61873318791617e-06,6.13301771788749,"unchanged"
"Q5JUR7",0.97732195920388,8.07945459862176,5.67524537041973,1.075215832962e-06,9.60822368289833e-06,5.41367652099483,"unchanged"
"O75608",-0.977045874879288,10.6111569203782,-5.8109183609103,6.8314797363406e-07,6.91816556768649e-06,5.8506917020404,"unchanged"
"P41279",-0.977029424950305,7.59439787503627,-3.09388432553563,0.00346226384117513,0.0172399731851073,-2.25598106004039,"unchanged"
"Q9H5X1",0.976948175086336,8.24780984327943,5.90987144075189,4.90494134897858e-07,5.46326309792121e-06,6.17004193206073,"unchanged"
"O43257",-0.976903734060539,6.31008954980122,-4.34507028006597,8.32722707049546e-05,0.000444954227802457,1.24401001429343,"unchanged"
"Q13642",0.976651176770925,10.5603747745693,6.03112861130174,3.266941807257e-07,4.16497775760383e-06,6.56191203279475,"unchanged"
"O43242",0.976521714342368,11.4499265865404,5.69796413046834,9.96639497905876e-07,9.14532383152238e-06,5.48677805772715,"unchanged"
"P67812",0.976344973928525,9.3484159639234,6.1231953191129,2.399071459589e-07,3.32847250828784e-06,6.85973927449921,"unchanged"
"P56182",-0.976287589206866,11.01769907422,-5.72505950844904,9.10366508460794e-07,8.57064746439442e-06,5.57400512378728,"unchanged"
"O00299",0.976231938096108,11.6922009112619,5.3275562035325,3.42015333193853e-06,2.40711276978425e-05,4.30002515147943,"unchanged"
"Q9UBC2",-0.976173690088679,10.4390458260587,-6.06670522159303,2.89954885470785e-07,3.85675466163664e-06,6.67697425827072,"unchanged"
"O75386",0.976135690830328,6.06188566822991,5.96795657272693,4.03748281780883e-07,4.78760690035401e-06,6.35769312586442,"unchanged"
"Q9NYF8",-0.975883763406584,13.0152558253004,-6.47373996757813,7.40040664062405e-08,1.68966239807844e-06,7.9946604025304,"unchanged"
"P78549",0.975743435937672,7.49182858004626,5.29039843326783,3.86815907133877e-06,2.66211358873227e-05,4.18169277403974,"unchanged"
"Q9Y2H5",0.975725383033653,6.82722611733061,5.266866756619,4.18147647644427e-06,2.84581285320857e-05,4.1068346077517,"unchanged"
"O75976",0.975669729061948,8.69315491395373,6.14988982842527,2.19356982512995e-07,3.15924899152408e-06,6.94612844972552,"unchanged"
"Q13425",-0.975620007190164,9.18317784200864,-5.58233688988962,1.46603207874337e-06,1.2134170364404e-05,5.11509877965697,"unchanged"
"Q8IZM8",-0.975239551024438,6.25223333019059,-6.13549420732984,2.30210522024086e-07,3.26356763849658e-06,6.89953946512668,"unchanged"
"P98173",0.975193552437915,7.77437744067311,5.86591314626531,5.68289455802555e-07,6.03608055680882e-06,6.0281201831451,"unchanged"
"C0HLS1",-0.974831689915931,7.52407744514954,-5.47747331914977,2.0788719056133e-06,1.60036342539205e-05,4.77890697971533,"unchanged"
"O43290",-0.974755295677353,11.5452997826834,-5.52279891853532,1.78774443759078e-06,1.41648649846399e-05,4.92410753238074,"unchanged"
"P41240",0.974617377744406,7.57475531635302,6.89542487398216,1.80259627942802e-08,7.64916343158259e-07,9.35791757819348,"unchanged"
"Q9BPX5",-0.974539577310932,11.2443616724048,-5.96135175905723,4.12784942279573e-07,4.85245434174325e-06,6.33634912005593,"unchanged"
"P33991",-0.974342186924954,12.7228803382871,-5.71372660725977,9.45507470610024e-07,8.79675880945091e-06,5.53751600554343,"unchanged"
"Q8N697",0.974122438049875,6.37757520043482,5.23321045873172,4.67376721025823e-06,3.13228820971004e-05,3.99988102506238,"unchanged"
"P32321",-0.974021843881769,7.91391275547803,-5.70178999996151,9.83981281113444e-07,9.04825915899138e-06,5.4990917340437,"unchanged"
"Q6DN03;Q6DRA6",0.973715403515222,11.1914644892625,4.92137708078091,1.30274068455018e-05,7.77799671578722e-05,3.01614479738337,"unchanged"
"Q16560",-0.973693524834676,5.23911885961591,-6.29760155432198,1.33630355379807e-07,2.33893453007836e-06,7.42433232815351,"unchanged"
"Q969V5",-0.972910926392199,8.97508775805152,-5.41654939131196,2.54561440587887e-06,1.89591607163873e-05,4.58402989847309,"unchanged"
"P07237",0.972791195695793,14.2314988759372,6.20225167477734,1.84015917003031e-07,2.82320010936396e-06,7.11561711167991,"unchanged"
"Q06323",-0.972785585159832,14.3931971441228,-5.63168566283851,1.24351826640332e-06,1.06890962445084e-05,5.27361270690146,"unchanged"
"Q8WWY3",0.97270216961906,9.9293934736434,6.25081787279456,1.5634457222772e-07,2.57909307332167e-06,7.2728509458067,"unchanged"
"Q9NW68",0.9726777121062,8.18484875009679,5.34438883854635,3.23452323425407e-06,2.30821309391109e-05,4.35368003251,"unchanged"
"Q8NCE0",0.97265395028064,8.19454594142826,5.92305700824634,4.69299966628692e-07,5.28129419107761e-06,6.21262811335391,"unchanged"
"Q15464",0.972502456340335,5.34186032824611,6.831742000325,2.23034137565393e-08,8.43553896817982e-07,9.15238529179583,"unchanged"
"Q8IUI8",-0.972502390748023,8.74213279198759,-6.15046553887499,2.18933722142064e-07,3.15924899152408e-06,6.94799171591648,"unchanged"
"Q9NZ71",-0.972407879550656,6.42699768984591,-4.8278230488384,1.76738446791541e-05,0.000102908149172665,2.72394566769129,"unchanged"
"Q8WUY8",-0.972180294031927,8.12337711580462,-5.22831608445143,4.74998515247979e-06,3.17602773569729e-05,3.9843389013664,"unchanged"
"Q9Y6B6",0.971995049462453,10.0657343913506,4.8043383823592,1.90763528239875e-05,0.00011055642452756,2.65083730308215,"unchanged"
"Q4VC31",-0.971877881333223,9.99273494172609,-5.72220172527083,9.19103353761229e-07,8.62427208913661e-06,5.56480303065432,"unchanged"
"Q96P48",-0.971841543841364,9.97540698233022,-6.62725333747643,4.42304487790915e-08,1.20993922619282e-06,8.49147522772828,"unchanged"
"O14980",-0.971751158845546,11.6347962826635,-6.68084207893029,3.69610081609747e-08,1.13392587032871e-06,8.66479231104855,"unchanged"
"P00403",-0.971665584671175,11.8179857266378,-6.19240899548514,1.9019444986909e-07,2.89248517379583e-06,7.08375456930996,"unchanged"
"Q9NYU2",0.971543512847827,11.1185960498817,6.24842846237557,1.57603133740597e-07,2.58677294416877e-06,7.26511465401202,"unchanged"
"O94901",-0.971413481619233,9.1370864737613,-5.89187876849166,5.20963071700359e-07,5.68544230359512e-06,6.1119415244464,"unchanged"
"Q9P1Y6",0.97137797096853,7.8206653746627,5.98906926700877,3.76164938606931e-07,4.55746351106085e-06,6.42593068505554,"unchanged"
"Q9UK61",-0.971377316422489,9.42913695683245,-5.6026669487867,1.36993289738398e-06,1.15587257753086e-05,5.1803792957508,"unchanged"
"Q5T8I3",0.971343003318717,8.24632473811353,5.01764177785576,9.50571804616201e-06,5.82325642841995e-05,3.3183194868281,"unchanged"
"Q86SR1",-0.971209924111098,8.0574444211716,-5.23628122402539,4.6265673308932e-06,3.10783854914594e-05,4.0096337464892,"unchanged"
"Q6VMQ6",-0.971175538989762,8.90244249950906,-6.56387968365731,5.46986391412554e-08,1.38724041367283e-06,8.28642835728606,"unchanged"
"O15440",-0.971128371601741,8.20965454334327,-5.48403843956017,2.03395476148492e-06,1.57134746626619e-05,4.79992718628904,"unchanged"
"Q9Y4X0",-0.971032536027245,9.08655302585859,-5.38447134158651,2.83175857009936e-06,2.05965449843598e-05,4.48156541260391,"unchanged"
"P07602",-0.970935958060418,10.9118456914107,-6.33781339196484,1.16762980965269e-07,2.13273444704436e-06,7.55454215640678,"unchanged"
"Q96L73",0.970806874851783,6.09609920904101,5.95115536425476,4.27133328008011e-07,4.96742355660653e-06,6.30340169462706,"unchanged"
"Q9P2T1",0.970749436129388,8.05864030015163,5.3797844421977,2.87615715022324e-06,2.08497425414933e-05,4.46660304055095,"unchanged"
"Q9Y487",-0.970684397783875,7.3484008289982,-5.67656108251314,1.0705015647353e-06,9.59041515101168e-06,5.41790912915172,"unchanged"
"Q8NBT2",0.970545170313873,9.90992512292592,6.23665717433939,1.63952785060272e-07,2.65294675401006e-06,7.22700299993857,"unchanged"
"Q02241",-0.970163095123663,9.1023117683016,-6.67336632500298,3.78983093853409e-08,1.14320358877191e-06,8.6406185244348,"unchanged"
"P28702",0.969691238884883,5.99178055640543,4.75138505554513,2.26534805624879e-05,0.000129817277610726,2.48636591111127,"unchanged"
"Q86TW2",0.969609460913947,5.04774442694006,6.39630036798984,9.59574933683725e-08,1.89712326093516e-06,7.74392888217406,"unchanged"
"Q8TB03",-0.969471924221216,8.79526355899142,-5.24764309181894,4.45599708358078e-06,3.00719306672375e-05,4.04572879777435,"unchanged"
"Q9NRG4",0.969318133184056,7.82000911733759,6.5182768130974,6.37359834172207e-08,1.5313746059901e-06,8.13883366426449,"unchanged"
"Q96TA2",0.96919490104348,10.1169767931736,5.92503368130992,4.66202414490123e-07,5.26004514092034e-06,6.21901288761302,"unchanged"
