PG.ProteinGroups,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
O43150,6.622901077569859,6.6555436718701095,6.756361952172447,6.820942736362847,6.961887438497683,6.685139619036296,7.010680492643322,6.7880938790504235,6.824033621065082,6.791810540020366,6.123669982324586,5.484138858295851,5.450280460714772,4.993253651723566,7.095844423095477,5.3227149324561776,5.611257608799032,6.082979359521493,4.9558239595971765,5.286229565814837
Q9Y314,10.651136437452527,10.77190508300666,10.455365711981223,10.61869201512862,10.472878913272947,10.415622223334337,10.586523378360042,10.707952137351018,10.639745710014628,10.716665917330085,9.625744831548959,9.042235267678342,9.00562667016605,10.260655143966305,10.641153719625768,9.269292765367211,9.996637844615993,10.76742863935354,9.562106876560632,9.383097572012606
O15078,5.922926035365188,5.44169924401135,6.004415272534716,6.120694064286356,5.786793654170146,5.473787064412862,5.70726901544373,6.289577043111831,6.058257257174338,6.293703755931422,4.647119721964469,6.492203893081052,4.170211388262837,4.981374009079051,6.331352939830285,4.327676651616898,4.396083121500526,6.1534367443308025,4.052472670992161,4.861544919667329
Q13409,11.686238953828834,11.611546572633985,11.631309043275362,11.629439248234968,11.559019945772372,11.711003528653888,11.670000499661452,11.618524456967569,11.663262057676155,11.629516861560415,10.79445735840244,10.85368642769004,11.561131649890552,10.313644458386632,10.198000187613696,9.994735481402014,10.321591691385407,11.971036952604843,12.056085013347998,9.996738233585631
P62837,9.725710933282768,10.360573532806525,9.549353015340412,9.953708160704252,9.928570503077097,10.300437519276814,9.464060050359073,9.68243995140517,9.958600270469576,9.939323307776894,10.327705485830343,8.073418738754905,9.957775337203547,8.18621305033797,9.4693192535562,8.507535645614452,8.679117349942873,8.21776207573138,8.364893165818653,8.903181081196696
Q8N726,10.124602764851424,10.410152153237213,9.611303965019415,9.798660459584262,9.426280317585281,9.679843670038645,10.343468602242554,9.767404570321865,9.599837655098884,9.609828913780763,9.068124476592079,7.554698628557457,9.205045422747427,8.135414622151455,8.04013176131604,9.66786629405614,7.989947290687573,8.830574980299954,7.924867377334136,8.352165774419554
O00571,12.833339526638385,12.808260287519703,12.77892502989813,12.935985494932764,12.74817437173732,12.952867096820471,12.855245123608166,12.679296502311505,12.91546093251684,13.004681544849088,11.418593951849083,10.94087133888713,12.526450537852645,11.578106481408438,11.040192348280101,13.343190284654215,11.096725667779289,11.796010281384428,11.392082873354761,12.92442562956148
Q15005,11.984191357303082,12.097229995897306,12.188379477093909,11.789794331155964,11.989034086588092,12.02947880646597,12.08059290166755,12.066467070209727,12.319306804441895,12.127547405812503,11.692453967507152,11.967527916239991,10.374079025511808,10.221401025335807,12.343730841608352,10.503285626343702,10.199817921036221,11.0968628631219,10.457870312072156,10.079974198129694
Q8NB90,9.496424051050024,9.465578837310485,9.417887278310346,9.440879093760243,9.4423617324673,9.315257465355737,9.3210755555296,9.487708362395153,9.407026694584076,9.495385471859878,9.753114185333633,8.08932762381379,8.066525295391578,8.34522847183036,7.81605094021168,9.395098639574975,8.30484176878887,9.340825870511306,7.4580700153024715,7.8260552547918945
Q5THJ4,7.369853659045855,7.346394106109513,7.421623831450755,7.4442224938416555,7.136592651836001,7.605980437731878,7.40990776786485,7.367020658405081,7.474188676826833,7.077845560590764,7.967297997279829,5.566108136093912,6.022276957723259,6.7600035162910945,5.497216333575214,5.758369074257095,6.24283839683058,5.603201986209523,7.658490280829054,5.981961895292899
P62910,11.129585851274113,11.234428235806531,11.360549809465496,11.461681542505344,11.122769033691402,11.197313746722868,11.54089725419331,11.084068730329689,11.603124133018298,11.159342312488231,9.847526615913178,9.468280160417985,11.653052006391256,11.640592470680547,11.031389161787958,9.328803616826958,9.558386945718322,10.04331132538393,9.244683709958721,9.190538096087646
Q9H6F2,6.620667020930169,7.03632068637272,7.006161707044743,6.922921169173849,7.2984870229823,7.039031121806083,6.937642775613669,7.094444284247183,6.638275646462243,7.413484166437257,7.475688373654815,6.743724260149486,5.116478370204614,5.3373038496681025,7.273426752973549,6.100145678422878,5.9461326138964585,6.421183698939547,5.760060075924752,5.815421276050616
