,10,20,40,60,80,100
recall,0.9902298850574712,0.9994252873563219,0.9994252873563219,0.9994252873563219,1.0,1.0
precision,0.959075755834004,0.95804115415565,0.9573514197034142,0.9564317737670996,0.958386021381768,1.0
positive_precision,0.8355965082444229,0.8269139324774132,0.8245614035087719,0.8214454416627303,0.8277830637488106,1.0
